Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,ORP5_A00_neg m/z,ORP5_A00_neg RT mean,ORP5_A00_neg Normalized Area,ORP5_A08_neg m/z,ORP5_A08_neg RT mean,ORP5_A08_neg Normalized Area,ORP5_A09_neg m/z,ORP5_A09_neg RT mean,ORP5_A09_neg Normalized Area,ORP5_A10_neg m/z,ORP5_A10_neg RT mean,ORP5_A10_neg Normalized Area,ORP5_A11_neg m/z,ORP5_A11_neg RT mean,ORP5_A11_neg Normalized Area,ORP5_A04_neg m/z,ORP5_A04_neg RT mean,ORP5_A04_neg Normalized Area,ORP5_A05_neg m/z,ORP5_A05_neg RT mean,ORP5_A05_neg Normalized Area,ORP5_A06_neg m/z,ORP5_A06_neg RT mean,ORP5_A06_neg Normalized Area,ORP5_A07_neg m/z,ORP5_A07_neg RT mean,ORP5_A07_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.01,8.60,1294.7245,20.20 - 20.22,1,218.6,1294.7222,20.20,1.08E3,-,-,0,1294.7268,20.20,8.82E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0.81:0:0:0:0:0:0,3.93E2,0,1.00:0,20.20,,
,0.01,3.72,382.8503,7.68 - 8.08,2,34.7,-,-,0,382.8507,8.03,1.36E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,382.8498,7.74,1.77E2,-,-,0,0:1.00:0:0:0:0:0:1.30:0,2.72E1,4.41E1,1.00:1.62,7.89,,
,0.01,8.60,553.8749,18.31 - 18.67,1,90.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,553.8758,18.57,6.59E2,553.8741,18.33,1.57E2,-,-,0,-,-,0,0:0:0:0:0:1.00:0.24:0:0,0,2.04E2,0:1.00,18.45,,
,0.01,3.40,520.8222,19.34 - 19.57,1,53.3,-,-,0,520.8214,19.42,2.33E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,520.8230,19.55,2.46E2,-,-,0,0:1.00:0:0:0:0:0:1.06:0,4.66E1,6.16E1,1.00:1.32,19.49,,
,0.01,3.18,312.8656,9.77 - 10.33,3,33,-,-,0,312.8652,10.25,1.74E2,-,-,0,-,-,0,-,-,0,-,-,0,312.8660,9.78,1.23E2,-,-,0,-,-,0,0:1.00:0:0:0:0:0.70:0:0,3.48E1,3.06E1,1.00:0.88,10.01,,
,0.01,8.60,848.7475,9.74 - 10.22,1,158.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,848.7452,9.77,3.35E2,848.7498,10.03,1.09E3,-,-,0,0:0:0:0:0:0:1.00:3.25:0,0,3.56E2,0:1.00,9.90,,
,0.01,8.56,648.5292,0.12 - 0.20,3,3.2E3,-,-,0,-,-,0,-,-,0,-,-,0,648.5292,0.16,2.92E4,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,5.84E3,0,1.00:0,0.16,,
,0.01,3.40,688.8450,14.30 - 15.33,1,654.5,-,-,0,688.8436,14.53,2.86E3,-,-,0,-,-,0,-,-,0,-,-,0,688.8464,14.68,3.03E3,-,-,0,-,-,0,0:1.00:0:0:0:0:1.06:0:0,5.73E2,7.57E2,1.00:1.32,14.61,,
,0.01,5.34,700.8061,19.97 - 20.29,1,174.9,-,-,0,700.8066,20.23,3.73E2,-,-,0,-,-,0,-,-,0,700.8055,20.06,1.2E3,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:3.23:0:0:0,7.45E1,3E2,1.00:4.03,20.14,,
,0.01,8.60,731.7600,12.27 - 12.38,1,34.7,-,-,0,731.7600,12.37,3.12E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,6.24E1,0,1.00:0,12.37,,
,0.01,3.20,711.8413,14.81 - 15.16,1,190.8,-,-,0,711.8408,15.04,1.01E3,-,-,0,-,-,0,-,-,0,-,-,0,711.8418,14.90,7.05E2,-,-,0,-,-,0,0:1.00:0:0:0:0:0.70:0:0,2.02E2,1.76E2,1.00:0.87,14.97,,
,0.01,8.63,470.8389,2.21 - 2.80,2,67.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,470.8380,2.75,4.7E2,470.8398,2.25,1.4E2,-,-,0,0:0:0:0:0:0:1.00:0.30:0,0,1.52E2,0:1.00,2.50,,
,0.01,4.72,814.7898,14.99 - 15.49,1,261.1,-,-,0,814.7915,15.32,7.07E2,-,-,0,-,-,0,-,-,0,814.7881,15.12,1.64E3,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:2.32:0:0:0,1.41E2,4.11E2,1.00:2.91,15.22,,
,0.01,3.55,635.7856,18.90 - 19.96,2,65.7,-,-,0,635.7861,18.95,3.81E2,-,-,0,-,-,0,-,-,0,-,-,0,635.7850,19.92,2.1E2,-,-,0,-,-,0,0:1.00:0:0:0:0:0.55:0:0,7.62E1,5.25E1,1.00:0.69,19.43,,
,0.01,5.82,300.9751,12.75 - 13.62,1,79.4,-,-,0,-,-,0,300.9753,13.58,1.42E2,-,-,0,-,-,0,-,-,0,300.9748,13.05,5.73E2,-,-,0,-,-,0,0:0:1.00:0:0:0:4.04:0:0,2.84E1,1.43E2,1.00:5.05,13.32,,
,0.01,3.35,779.7656,10.33 - 10.99,1,312.7,-,-,0,-,-,0,-,-,0,-,-,0,779.7633,10.45,1.73E3,-,-,0,779.7679,10.96,1.09E3,-,-,0,-,-,0,0:0:0:0:1.00:0:0.63:0:0,3.46E2,2.71E2,1.00:0.78,10.70,,
,0.01,3.32,310.8822,5.84 - 5.91,3,32.6,-,-,0,310.8821,5.87,1.47E2,-,-,0,-,-,0,-,-,0,310.8823,5.87,1.46E2,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:1.00:0:0:0,2.94E1,3.66E1,1.00:1.25,5.87,,
,0.01,8.63,1479.6780,20.16 - 20.22,1,317.5,-,-,0,-,-,0,-,-,0,-,-,0,1479.6780,20.20,2.86E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,5.71E2,0,1.00:0,20.20,,
,0.01,4.98,700.7350,19.55 - 19.96,1,330.5,-,-,0,-,-,0,-,-,0,-,-,0,700.7356,19.76,8.11E2,-,-,0,-,-,0,700.7343,19.69,2.16E3,-,-,0,0:0:0:0:1.00:0:0:2.67:0,1.62E2,5.41E2,1.00:3.34,19.73,,
,0.01,8.59,444.0645,0.43 - 0.60,1,208.4,-,-,0,444.0645,0.52,1.88E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,3.75E2,0,1.00:0,0.52,,
,0.01,8.59,446.6724,18.26 - 18.49,3,51.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,446.6725,18.46,1.9E2,-,-,0,446.6723,18.41,2.75E2,-,-,0,0:0:0:0:0:1.00:0:1.45:0,0,1.16E2,0:1.00,18.43,,
,0.01,8.55,710.7693,10.00 - 10.24,1,217.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,710.7693,10.12,1.95E3,0:0:0:0:0:0:0:0:1.00,0,4.89E2,0:1.00,10.12,,
,0.01,8.55,662.8360,5.65 - 7.05,1,2.5E3,662.8357,6.24,1.32E4,-,-,0,662.8363,6.46,9.43E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0.72:0:0:0:0:0:0,4.52E3,0,1.00:0,6.35,,
,0.01,8.55,411.8824,6.57 - 6.75,1,74.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,411.8824,6.62,3.75E2,411.8823,6.70,2.96E2,-,-,0,-,-,0,0:0:0:0:0:1.00:0.79:0:0,0,1.68E2,0:1.00,6.66,,
,0.01,8.55,726.8064,19.12 - 19.62,1,45.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,726.8069,19.16,1.38E2,-,-,0,726.8058,19.60,2.68E2,-,-,0,0:0:0:0:0:1.00:0:1.94:0,0,1.02E2,0:1.00,19.38,,
,0.01,3.25,701.8109,12.30 - 13.32,1,73.2,-,-,0,701.8104,13.34,3.37E2,-,-,0,-,-,0,-,-,0,-,-,0,701.8113,12.35,3.22E2,-,-,0,-,-,0,0:1.00:0:0:0:0:0.96:0:0,6.74E1,8.05E1,1.00:1.19,12.85,,
,0.01,8.60,494.0709,2.36 - 2.95,1,269.3,-,-,0,494.0712,2.62,7.36E2,494.0706,2.49,1.69E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:2.29:0:0:0:0:0:0,4.85E2,0,1.00:0,2.56,,
,0.01,8.60,753.3188,19.78 - 19.97,2,70.8,-,-,0,753.3173,19.90,4.82E2,-,-,0,-,-,0,753.3203,19.79,1.55E2,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0.32:0:0:0:0,1.27E2,0,1.00:0,19.85,,
,0.01,8.60,769.7965,12.33 - 13.84,1,114.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,769.7958,13.76,5.61E2,769.7973,12.35,4.69E2,-,-,0,-,-,0,0:0:0:0:0:1.00:0.83:0:0,0,2.58E2,0:1.00,13.06,,
,0.01,3.87,412.8095,1.01 - 2.13,1,40.6,-,-,0,412.8094,1.91,2.52E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,412.8096,1.02,1.13E2,-,-,0,0:1.00:0:0:0:0:0:0.45:0,5.04E1,2.83E1,1.00:0.56,1.46,,
,0.01,5.94,502.1578,9.09 - 11.29,1,412.8,-,-,0,502.1584,9.18,6.95E2,-,-,0,-,-,0,-,-,0,-,-,0,502.1571,10.22,3.02E3,-,-,0,-,-,0,0:1.00:0:0:0:0:4.34:0:0,1.39E2,7.55E2,1.00:5.43,9.70,,
,0.01,3.90,496.8353,14.02 - 14.89,1,100.9,-,-,0,-,-,0,-,-,0,-,-,0,496.8342,14.08,3.7E2,-,-,0,-,-,0,-,-,0,496.8364,14.81,5.38E2,0:0:0:0:1.00:0:0:0:1.46,7.39E1,1.35E2,1.00:1.82,14.44,,
,0.01,4.29,815.7950,18.88 - 19.40,1,173.1,-,-,0,-,-,0,815.7944,19.33,5.5E2,-,-,0,-,-,0,815.7955,18.95,1.01E3,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:1.83:0:0:0,1.1E2,2.52E2,1.00:2.29,19.14,,
,0.01,6.13,992.7504,17.52 - 18.13,1,202.9,-,-,0,992.7507,18.10,3.22E2,-,-,0,-,-,0,-,-,0,-,-,0,992.7500,17.61,1.5E3,-,-,0,-,-,0,0:1.00:0:0:0:0:4.68:0:0,6.43E1,3.76E2,1.00:5.85,17.85,,
,0.01,8.56,392.8796,12.92 - 16.99,1,2.5E3,392.8796,14.44,9.48E3,-,-,0,-,-,0,392.8796,14.61,1.31E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:1.38:0:0:0:0:0,4.52E3,0,1.00:0,14.52,,
,0.01,8.56,467.2762,3.34 - 3.43,1,121.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,467.2762,3.39,1.09E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,2.73E2,0:1.00,3.39,,
,0.01,8.56,444.3006,18.26 - 18.86,1,42.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,444.3012,18.28,1.79E2,444.3000,18.84,2.01E2,-,-,0,0:0:0:0:0:0:1.00:1.12:0,0,9.48E1,0:1.00,18.56,,
,0.01,8.56,644.8186,19.47 - 19.89,1,156.1,-,-,0,644.8182,19.56,4.55E2,-,-,0,-,-,0,644.8190,19.73,9.5E2,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:2.09:0:0:0:0,2.81E2,0,1.00:0,19.64,,
,0.01,8.56,328.8616,7.25 - 7.76,1,76.2,328.8616,7.41,3.17E2,-,-,0,-,-,0,-,-,0,328.8616,7.40,3.69E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:1.16:0:0:0:0,1.37E2,0,1.00:0,7.41,,
,0.01,5.47,588.8371,12.73 - 13.43,1,305,-,-,0,-,-,0,-,-,0,-,-,0,588.8359,13.41,6.15E2,-,-,0,588.8383,12.73,2.13E3,-,-,0,-,-,0,0:0:0:0:1.00:0:3.46:0:0,1.23E2,5.32E2,1.00:4.33,13.07,,
,0.01,4.57,791.7925,8.03 - 8.25,1,70.5,-,-,0,791.7935,8.07,4.9E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,791.7916,8.21,1.45E2,-,-,0,0:1.00:0:0:0:0:0:0.30:0,9.8E1,3.62E1,1.00:0.37,8.14,,
,0.01,8.56,600.8019,15.06 - 15.21,1,76.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,600.8021,15.20,5.02E2,600.8016,15.10,1.9E2,-,-,0,-,-,0,0:0:0:0:0:1.00:0.38:0:0,0,1.73E2,0:1.00,15.15,,
,0.01,3.04,645.7885,7.15 - 7.38,1,95.3,-,-,0,645.7885,7.18,4.71E2,-,-,0,-,-,0,-,-,0,645.7886,7.31,3.87E2,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0.82:0:0:0,9.43E1,9.67E1,1.00:1.03,7.25,,
,0.01,3.52,770.7257,8.95 - 9.75,1,103,-,-,0,770.7244,9.68,4.32E2,-,-,0,-,-,0,-,-,0,-,-,0,770.7271,8.97,4.96E2,-,-,0,-,-,0,0:1.00:0:0:0:0:1.15:0:0,8.63E1,1.24E2,1.00:1.44,9.33,,
,0.01,8.56,710.7717,11.54 - 11.80,1,198.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,710.7717,11.65,1.79E3,0:0:0:0:0:0:0:0:1.00,0,4.47E2,0:1.00,11.65,,
,0.01,8.56,1188.7412,20.17 - 20.24,3,74.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1188.7412,20.18,6.73E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,1.68E2,0:1.00,20.18,,
,0.01,8.56,1372.7036,20.14 - 20.22,1,397.2,-,-,0,-,-,0,-,-,0,-,-,0,1372.7036,20.19,3.57E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,7.15E2,0,1.00:0,20.19,,
,0.01,3.83,710.8344,13.98 - 14.34,1,356.8,-,-,0,710.8331,14.26,1.34E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,710.8357,14.11,1.87E3,-,-,0,0:1.00:0:0:0:0:0:1.40:0,2.68E2,4.68E2,1.00:1.75,14.18,,
,0.01,8.56,372.9131,17.59 - 18.22,3,23.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,372.9127,18.22,1.21E2,372.9135,17.63,8.67E1,-,-,0,-,-,0,0:0:0:0:0:1.00:0.72:0:0,0,5.19E1,0:1.00,17.93,,
,0.01,5.76,633.8235,4.66 - 7.50,1,589.8,-,-,0,633.8220,5.09,1.06E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,633.8250,4.67,4.24E3,-,-,0,0:1.00:0:0:0:0:0:3.99:0,2.13E2,1.06E3,1.00:4.99,4.88,,
,0.01,5.01,604.8115,10.32 - 10.48,1,60.7,-,-,0,604.8123,10.44,1.46E2,-,-,0,-,-,0,-,-,0,604.8107,10.39,4E2,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:2.74:0:0:0,2.92E1,1E2,1.00:3.43,10.42,,
,0.01,8.56,310.2103,0.25 - 0.47,1,1.5E3,-,-,0,310.2103,0.43,1.33E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,2.66E3,0,1.00:0,0.43,,
,0.01,3.43,756.8314,16.91 - 20.26,1,291.4,-,-,0,756.8319,18.19,1.29E3,-,-,0,-,-,0,-,-,0,756.8303,18.86,-,-,-,0,-,-,0,756.8321,16.98,1.04E3,0:1.00:0:0:0:-:0:0:0.81,2.57E2,3.48E2,1.00:1.35,18.01,,
,0.01,8.60,456.8177,18.20 - 18.44,2,119.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,456.8179,18.27,2.63E2,456.8174,18.36,8.11E2,0:0:0:0:0:0:0:1.00:3.08,0,2.69E2,0:1.00,18.32,,
,0.01,8.64,685.8362,11.48 - 11.72,1,85.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,685.8389,11.52,3.29E2,685.8336,11.65,4.37E2,-,-,0,0:0:0:0:0:0:1.00:1.33:0,0,1.92E2,0:1.00,11.58,,
,0.01,3.40,318.8327,3.99 - 4.45,1,29.2,-,-,0,318.8331,4.42,1.28E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,318.8324,4.03,1.35E2,-,-,0,0:1.00:0:0:0:0:0:1.05:0,2.56E1,3.37E1,1.00:1.32,4.22,,
,0.01,3.26,807.7727,11.31 - 11.51,1,69.3,-,-,0,807.7710,11.34,3.73E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,807.7745,11.47,2.5E2,-,-,0,0:1.00:0:0:0:0:0:0.67:0,7.47E1,6.26E1,1.00:0.84,11.40,,
,0.01,8.69,874.7857,19.82 - 20.19,1,387,-,-,0,-,-,0,874.7874,19.88,1.28E3,-,-,0,874.7841,20.10,2.21E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:1.73:0:0:0:0,6.97E2,0,1.00:0,19.99,,
,0.01,3.29,648.7858,11.25 - 11.62,1,82.6,-,-,0,648.7834,11.51,3.76E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,648.7882,11.36,3.67E2,-,-,0,0:1.00:0:0:0:0:0:0.98:0,7.52E1,9.18E1,1.00:1.22,11.43,,
,0.01,8.69,351.9022,1.12 - 1.19,1,6.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,351.9022,1.18,5.46E1,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.36E1,0:1.00,1.18,,
,0.01,6.24,451.8541,6.31 - 12.02,1,2.1E3,-,-,0,-,-,0,-,-,0,451.8540,6.75,3.27E3,-,-,0,-,-,0,-,-,0,451.8541,7.02,1.58E4,-,-,0,0:0:0:1.00:0:0:0:4.82:0,6.55E2,3.95E3,1.00:6.03,6.89,,
,0.01,8.69,649.8321,19.15 - 20.26,1,341,-,-,0,-,-,0,-,-,0,649.8317,19.22,6.2E2,649.8325,19.78,2.45E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:3.95:0:0:0:0,6.14E2,0,1.00:0,19.50,,
,0.01,4.66,643.8528,10.01 - 10.97,1,353.2,-,-,0,-,-,0,643.8525,10.09,9.82E2,-,-,0,-,-,0,-,-,0,-,-,0,643.8530,10.29,2.2E3,-,-,0,0:0:1.00:0:0:0:0:2.24:0,1.96E2,5.49E2,1.00:2.80,10.19,,
,0.01,8.69,643.1096,4.06 - 4.18,1,167.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,643.1096,4.11,1.51E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,3.77E2,0:1.00,4.11,,
,0.01,8.69,499.7849,6.55 - 6.62,1,16.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,499.7849,6.56,1.5E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,3.75E1,0:1.00,6.56,,
,0.01,8.69,743.2928,19.35 - 19.78,2,91,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,743.2944,19.38,2.67E2,743.2911,19.74,5.52E2,-,-,0,0:0:0:0:0:0:1.00:2.06:0,0,2.05E2,0:1.00,19.56,,
,0.01,3.60,617.8486,13.22 - 13.87,1,60.9,-,-,0,-,-,0,-,-,0,617.8503,13.26,2.49E2,-,-,0,617.8469,13.83,2.99E2,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:1.20:0:0:0,4.98E1,7.48E1,1.00:1.50,13.54,,
,0.01,6.10,768.7872,12.19 - 12.88,1,185.5,-,-,0,768.7871,12.85,3.01E2,-,-,0,-,-,0,-,-,0,768.7872,12.27,1.37E3,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:4.54:0:0:0,6.03E1,3.42E2,1.00:5.68,12.56,,
,0.01,8.69,455.9978,0.30 - 0.46,1,329.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,455.9978,0.40,2.96E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,7.4E2,0:1.00,0.40,,
,0.01,8.73,690.7738,14.48 - 15.09,1,73,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,690.7740,14.53,4.79E2,690.7736,15.05,1.78E2,-,-,0,-,-,0,0:0:0:0:0:1.00:0.37:0:0,0,1.64E2,0:1.00,14.79,,
,0.01,8.73,782.7730,7.27 - 7.51,1,66.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,782.7719,7.49,2.48E2,782.7742,7.30,3.54E2,-,-,0,0:0:0:0:0:0:1.00:1.43:0,0,1.5E2,0:1.00,7.39,,
,0.01,8.73,802.8191,14.85 - 15.24,1,68.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,802.8203,14.90,2.53E2,802.8179,15.23,3.6E2,-,-,0,0:0:0:0:0:0:1.00:1.43:0,0,1.53E2,0:1.00,15.07,,
,0.01,8.73,726.8012,14.49 - 15.51,1,102.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,726.7995,14.58,6.75E2,-,-,0,726.8030,15.45,2.45E2,-,-,0,0:0:0:0:0:1.00:0:0.36:0,0,2.3E2,0:1.00,15.02,,
,0.01,8.73,671.8004,4.45 - 4.60,1,52.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,671.8011,4.48,2.59E2,-,-,0,671.7998,4.56,2.12E2,-,-,0,0:0:0:0:0:1.00:0:0.82:0,0,1.18E2,0:1.00,4.52,,
,0.01,5.39,668.7885,4.49 - 4.82,1,84.6,-,-,0,668.7881,4.80,1.81E2,-,-,0,-,-,0,-,-,0,668.7889,4.62,5.81E2,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:3.22:0:0:0,3.61E1,1.45E2,1.00:4.02,4.71,,
,0.01,8.73,521.9144,6.43 - 11.71,1,1.6E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,521.9144,6.71,1.47E5,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,3.67E4,0:1.00,6.71,,
,0.01,4.13,574.8513,6.72 - 7.67,1,326,574.8513,6.78,1.11E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,574.8513,7.54,1.83E3,-,-,0,-,-,0,1.00:0:0:0:0:0:1.65:0:0,2.21E2,4.57E2,1.00:2.06,7.16,,
,0.01,5.18,770.7222,16.81 - 17.49,1,312.4,-,-,0,770.7219,17.39,7.2E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,770.7225,17.00,2.09E3,-,-,0,0:1.00:0:0:0:0:0:2.91:0,1.44E2,5.23E2,1.00:3.63,17.20,,
,0.01,3.69,916.2997,20.09 - 20.28,2,75.2,916.3018,20.15,2.98E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,916.2975,20.16,3.79E2,-,-,0,1.00:0:0:0:0:0:0:1.27:0,5.97E1,9.47E1,1.00:1.59,20.15,,
,0.01,8.69,724.8056,6.70 - 7.98,1,292.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,724.8033,6.76,1.49E3,724.8079,7.14,1.14E3,-,-,0,0:0:0:0:0:0:1.00:0.77:0,0,6.58E2,0:1.00,6.95,,
,0.01,8.64,733.7660,9.73 - 9.80,1,27.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,733.7660,9.76,2.51E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,6.28E1,0:1.00,9.76,,
,0.01,8.64,469.8402,1.66 - 1.97,2,137.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,469.8401,1.85,8.28E2,469.8403,1.81,4.11E2,-,-,0,0:0:0:0:0:0:1.00:0.50:0,0,3.1E2,0:1.00,1.83,,
,0.01,5.20,922.2875,20.05 - 20.16,2,281.7,922.2854,20.11,2.09E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,922.2897,20.13,4.49E2,-,-,0,-,-,0,1.00:0:0:0:0:0:0.22:0:0,4.17E2,1.12E2,1.00:0.27,20.12,,
,0.01,8.64,310.8831,11.57 - 12.76,3,111.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,310.8834,12.71,5.94E2,310.8828,11.61,4.13E2,-,-,0,-,-,0,0:0:0:0:0:1.00:0.69:0:0,0,2.52E2,0:1.00,12.16,,
,0.01,8.64,612.8290,13.26 - 13.64,1,86.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,612.8295,13.30,3.64E2,-,-,0,612.8285,13.59,4.11E2,-,-,0,0:0:0:0:0:1.00:0:1.13:0,0,1.94E2,0:1.00,13.45,,
,0.01,4.56,254.1480,21.26 - 21.60,1,51.9,-,-,0,254.1478,21.57,1.49E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,254.1482,21.36,3.18E2,-,-,0,0:1.00:0:0:0:0:0:2.13:0,2.98E1,7.96E1,1.00:2.67,21.47,,
,0.01,3.71,340.9895,17.11 - 17.92,8,131,-,-,0,340.9892,17.80,7.87E2,-,-,0,-,-,0,-,-,0,-,-,0,340.9898,17.21,3.92E2,-,-,0,-,-,0,0:1.00:0:0:0:0:0.50:0:0,1.57E2,9.8E1,1.00:0.62,17.50,,
,0.01,8.69,552.8712,5.87 - 6.55,1,91.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,552.8704,6.48,4.32E2,552.8721,5.92,3.89E2,-,-,0,0:0:0:0:0:0:1.00:0.90:0,0,2.05E2,0:1.00,6.20,,
,0.01,5.66,622.7805,11.27 - 11.83,1,92.4,-,-,0,622.7797,11.80,1.77E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,622.7814,11.38,6.55E2,-,-,0,0:1.00:0:0:0:0:0:3.70:0,3.54E1,1.64E2,1.00:4.63,11.59,,
,0.01,8.69,498.8632,17.83 - 17.91,2,16.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,498.8632,17.93,1.45E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,3.62E1,0:1.00,17.93,,
,0.01,8.69,497.7857,15.67 - 15.79,1,26.3,-,-,0,-,-,0,497.7857,15.67,2.36E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,4.73E1,0,1.00:0,15.67,,
,0.01,4.71,783.8357,11.07 - 12.08,1,395.6,783.8380,11.97,2.78E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,783.8334,11.13,7.78E2,-,-,0,1.00:0:0:0:0:0:0:0.28:0,5.56E2,1.95E2,1.00:0.35,11.55,,
,0.01,3.69,710.8312,18.98 - 19.72,1,204.3,-,-,0,710.8289,19.49,1.22E3,-,-,0,-,-,0,-,-,0,710.8334,19.05,6.15E2,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0.50:0:0:0,2.45E2,1.54E2,1.00:0.63,19.27,,
