Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,STARD1_E00_neg m/z,STARD1_E00_neg RT mean,STARD1_E00_neg Normalized Area,STARD1_E04_neg m/z,STARD1_E04_neg RT mean,STARD1_E04_neg Normalized Area,STARD1_E05_neg m/z,STARD1_E05_neg RT mean,STARD1_E05_neg Normalized Area,STARD1_E08_neg m/z,STARD1_E08_neg RT mean,STARD1_E08_neg Normalized Area,STARD1_E09_neg m/z,STARD1_E09_neg RT mean,STARD1_E09_neg Normalized Area,STARD1_E10_neg m/z,STARD1_E10_neg RT mean,STARD1_E10_neg Normalized Area,STARD1_E11_neg m/z,STARD1_E11_neg RT mean,STARD1_E11_neg Normalized Area,STARD1_E12_neg m/z,STARD1_E12_neg RT mean,STARD1_E12_neg Normalized Area,STARD1_E06_neg m/z,STARD1_E06_neg RT mean,STARD1_E06_neg Normalized Area,STARD1_E07_neg m/z,STARD1_E07_neg RT mean,STARD1_E07_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.03,8.30,440.8083,19.25 - 20.09,1,815.4,-,-,0,-,-,0,440.8082,19.52,3.33E3,-,-,0,440.8080,19.50,3.87E3,-,-,0,440.8086,19.99,9.55E2,-,-,0,-,-,0,-,-,0,0:0:1.00:0:1.16:0:0.29:0:0:0,1.02E3,0,1.00:0,19.67,,
,0.03,8.30,526.7939,0.58 - 0.64,1,16.6,-,-,0,526.7939,0.61,1.66E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,2.07E1,0,1.00:0,0.61,,
,0.03,8.30,1116.4359,20.14 - 20.21,1,73.9,-,-,0,-,-,0,1116.4359,20.19,7.39E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0:0,9.24E1,0,1.00:0,20.19,,
,0.03,3.65,968.7848,20.09 - 20.24,1,810.4,-,-,0,968.7883,20.17,2.34E3,968.7793,20.21,3.46E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,968.7867,20.16,2.3E3,-,-,0,0:1.00:1.48:0:0:0:0:0:0.98:0,7.25E2,1.15E3,1.00:1.59,20.18,,
,0.03,8.30,503.8045,20.23 - 20.50,1,400.4,503.8042,20.29,6.01E2,-,-,0,-,-,0,503.8049,20.29,1E3,-,-,0,503.8044,20.31,2.4E3,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:1.67:0:4.00:0:0:0:0,5.01E2,0,1.00:0,20.30,,
,0.03,8.30,1212.7504,20.13 - 20.23,1,884.6,-,-,0,-,-,0,1212.7561,20.18,1.62E3,-,-,0,1212.7482,20.17,2.98E3,-,-,0,-,-,0,1212.7471,20.15,4.25E3,-,-,0,-,-,0,0:0:1.00:0:1.84:0:0:2.63:0:0,1.11E3,0,1.00:0,20.17,,
,0.03,8.30,968.3105,20.11 - 20.21,2,127.8,-,-,0,-,-,0,-,-,0,968.3134,20.18,4.8E2,-,-,0,-,-,0,968.3076,20.16,7.98E2,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:1.66:0:0:0,1.6E2,0,1.00:0,20.17,,
,0.03,8.30,647.5288,0.10 - 0.19,1,6.1E3,-,-,0,-,-,0,-,-,0,-,-,0,647.5288,0.15,6.11E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0:0,7.64E3,0,1.00:0,0.15,,
,0.03,8.30,654.5696,8.41 - 8.56,1,118.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,654.5696,8.47,1.18E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0:0,1.48E2,0,1.00:0,8.47,,
,0.03,8.30,624.7142,18.26 - 19.38,1,791.8,-,-,0,624.7144,19.03,1.36E3,-,-,0,-,-,0,624.7141,18.93,1.54E3,624.7142,18.40,5.01E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:1.13:3.67:0:0:0:0,9.9E2,0,1.00:0,18.79,,
,0.03,8.30,313.1451,0.11 - 0.54,1,642.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,313.1451,0.14,6.42E3,-,-,0,-,-,0,0:0:0:0:0:0:0:1.00:0:0,8.03E2,0,1.00:0,0.14,,
,0.03,8.30,318.7620,0.20 - 0.46,3,251,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,318.7620,0.24,2.51E3,-,-,0,-,-,0,0:0:0:0:0:0:0:1.00:0:0,3.14E2,0,1.00:0,0.24,,
,0.03,8.30,751.8137,19.95 - 20.25,1,882.8,751.8163,20.15,1.94E3,-,-,0,751.8135,20.12,2.77E3,751.8114,20.09,4.12E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:1.43:2.12:0:0:0:0:0:0,1.1E3,0,1.00:0,20.12,,
,0.03,4.29,1173.2458,20.11 - 20.22,2,549.3,-,-,0,1173.2444,20.15,1.43E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1173.2509,20.15,2.02E3,-,-,0,1173.2422,20.13,2.04E3,0:1.00:0:0:0:0:0:1.42:0:1.43,4.31E2,1.02E3,1.00:2.37,20.14,,
,0.03,8.34,1053.7461,20.09 - 20.22,2,132,-,-,0,1053.7461,20.13,1.32E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,1.65E2,0,1.00:0,20.13,,
,0.03,8.34,746.4523,7.46 - 7.55,3,59,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,746.4523,7.51,5.9E2,0:0:0:0:0:0:0:0:0:1.00,0,2.95E2,0:1.00,7.51,,
,0.03,8.34,428.8461,1.35 - 1.54,3,88.8,-,-,0,428.8461,1.40,8.88E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,1.11E2,0,1.00:0,1.40,,
,0.03,8.34,759.7724,17.72 - 17.81,1,39.8,-,-,0,759.7724,17.73,3.98E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,4.98E1,0,1.00:0,17.73,,
,0.03,8.34,512.3623,3.84 - 3.90,1,83.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,512.3623,3.86,8.32E2,-,-,0,0:0:0:0:0:0:0:0:1.00:0,0,4.16E2,0:1.00,3.86,,
,0.03,8.34,1276.2266,20.14 - 20.21,1,80.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1276.2266,20.16,8.01E2,-,-,0,0:0:0:0:0:0:0:0:1.00:0,0,4.01E2,0:1.00,20.16,,
,0.03,8.34,474.8801,0.59 - 9.03,1,4.3E4,-,-,0,-,-,0,474.8800,3.15,5.56E4,474.8800,3.25,1.18E5,474.8798,4.03,1.18E5,-,-,0,-,-,0,474.8806,3.42,1.4E5,-,-,0,-,-,0,0:0:1.00:2.13:2.12:0:0:2.53:0:0,5.4E4,0,1.00:0,3.46,,
,0.03,8.34,389.1819,0.21 - 0.35,1,124.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,389.1819,0.21,1.25E3,0:0:0:0:0:0:0:0:0:1.00,0,6.24E2,0:1.00,0.21,,
,0.03,8.34,655.9787,3.30 - 3.45,1,83,-,-,0,-,-,0,-,-,0,655.9787,3.34,8.3E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0:0,1.04E2,0,1.00:0,3.34,,
,0.03,8.34,729.7813,19.67 - 20.11,1,583.9,-,-,0,729.7809,19.92,2.76E3,-,-,0,-,-,0,729.7811,20.00,1.37E3,729.7817,19.69,1.71E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0.49:0.62:0:0:0:0,7.3E2,0,1.00:0,19.87,,
,0.03,8.34,1453.6834,20.09 - 20.21,1,956.5,-,-,0,1453.6790,20.18,2.18E3,-,-,0,-,-,0,-,-,0,-,-,0,1453.6881,20.16,2.95E3,1453.6832,20.17,4.43E3,-,-,0,-,-,0,0:1.00:0:0:0:0:1.35:2.03:0:0,1.2E3,0,1.00:0,20.17,,
,0.03,8.34,533.8193,18.14 - 18.36,1,75.6,-,-,0,533.8193,18.16,7.56E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,9.45E1,0,1.00:0,18.16,,
,0.03,8.34,907.7103,14.96 - 15.09,1,67.9,-,-,0,907.7103,14.97,6.79E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,8.49E1,0,1.00:0,14.97,,
,0.03,8.34,1283.7241,20.11 - 20.23,1,1.3E3,-,-,0,-,-,0,1283.7332,20.18,4.86E3,-,-,0,1283.7268,20.19,3.77E3,-,-,0,1283.7124,20.19,4.33E3,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0.78:0:0.89:0:0:0,1.62E3,0,1.00:0,20.19,,
,0.03,4.26,756.8290,17.80 - 18.43,1,604.8,-,-,0,756.8292,18.12,1.87E3,-,-,0,-,-,0,-,-,0,-,-,0,756.8295,17.86,1.96E3,-,-,0,-,-,0,756.8285,18.22,2.22E3,0:1.00:0:0:0:0:1.05:0:0:1.19,4.79E2,1.11E3,1.00:2.32,18.07,,
,0.03,4.08,586.8249,9.78 - 10.59,1,137.3,586.8247,10.55,4.77E2,-,-,0,586.8254,10.13,4.27E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,586.8246,9.83,4.69E2,-,-,0,1.00:0:0.90:0:0:0:0:0:0.99:0,1.13E2,2.35E2,1.00:2.08,10.17,,
,0.03,8.34,438.8234,16.90 - 18.07,1,691,438.8235,17.37,1.33E3,438.8236,17.59,2.47E3,-,-,0,438.8230,17.15,3.1E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0.54:1.00:0:1.25:0:0:0:0:0:0,8.64E2,0,1.00:0,17.37,,
,0.03,4.71,724.8071,9.60 - 15.15,1,6.9E3,-,-,0,-,-,0,724.8047,10.22,1.85E4,-,-,0,-,-,0,-,-,0,724.8116,10.15,2.08E4,-,-,0,724.8049,9.70,2.97E4,-,-,0,0:0:1.00:0:0:0:1.12:0:1.60:0,4.91E3,1.48E4,1.00:3.02,10.02,,
,0.03,8.34,637.2432,8.43 - 8.73,1,705.4,-,-,0,-,-,0,-,-,0,-,-,0,637.2435,8.52,3.27E3,637.2428,8.56,3.78E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:1.16:0:0:0:0,8.82E2,0,1.00:0,8.54,,
,0.03,8.34,1495.6646,20.14 - 20.21,1,549.1,-,-,0,-,-,0,-,-,0,-,-,0,1495.6583,20.21,1.71E3,-,-,0,-,-,0,1495.6709,20.17,3.78E3,-,-,0,-,-,0,0:0:0:0:1.00:0:0:2.20:0:0,6.86E2,0,1.00:0,20.19,,
,0.03,8.34,510.8086,0.66 - 2.79,1,896.2,-,-,0,-,-,0,-,-,0,510.8082,0.85,4.36E3,510.8090,1.34,1.83E3,510.8085,1.23,2.77E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0.42:0.63:0:0:0:0,1.12E3,0,1.00:0,1.14,,
,0.03,8.34,839.7241,13.31 - 13.36,1,26.9,-,-,0,-,-,0,-,-,0,-,-,0,839.7241,13.34,2.69E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0:0,3.37E1,0,1.00:0,13.34,,
,0.03,4.93,464.8260,11.84 - 17.14,1,4.8E3,464.8264,13.27,1.7E4,-,-,0,-,-,0,-,-,0,-,-,0,464.8256,13.41,1.43E3,-,-,0,464.8257,12.14,2.61E4,-,-,0,464.8263,14.70,3.26E3,1.00:0:0:0:0:0.08:0:1.54:0:0.19,5.57E3,1.63E3,1.00:0.29,13.38,,
,0.03,8.34,644.2729,7.99 - 9.10,1,3E3,644.2721,8.11,9.31E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,644.2731,8.58,1.28E4,644.2734,8.16,8.21E3,-,-,0,-,-,0,1.00:0:0:0:0:0:1.38:0.88:0:0,3.79E3,0,1.00:0,8.28,,
,0.03,4.80,765.3228,20.07 - 20.24,2,300.2,765.3223,20.12,9.86E2,-,-,0,765.3240,20.12,6.9E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,765.3223,20.11,1.33E3,-,-,0,1.00:0:0.70:0:0:0:0:0:1.34:0,2.1E2,6.63E2,1.00:3.16,20.12,,
,0.03,8.34,542.8426,16.76 - 20.09,1,1.9E3,-,-,0,-,-,0,542.8434,16.95,3.01E3,-,-,0,-,-,0,-,-,0,542.8425,17.13,4.64E3,542.8419,17.10,1.12E4,-,-,0,-,-,0,0:0:1.00:0:0:0:1.54:3.71:0:0,2.35E3,0,1.00:0,17.06,,
,0.03,8.34,460.8666,14.04 - 20.19,1,8.8E3,-,-,0,-,-,0,-,-,0,-,-,0,460.8667,15.37,3.08E4,460.8663,14.46,3.9E4,460.8668,15.28,1.86E4,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:1.27:0.60:0:0:0,1.1E4,0,1.00:0,15.04,,
,0.03,8.34,716.7806,19.07 - 19.21,2,27.4,-,-,0,716.7806,19.21,2.74E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,3.43E1,0,1.00:0,19.21,,
,0.03,8.34,443.1487,4.50 - 4.60,1,152,-,-,0,-,-,0,-,-,0,-,-,0,443.1487,4.54,1.52E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0:0,1.9E2,0,1.00:0,4.54,,
,0.03,8.34,606.8174,4.18 - 8.59,1,2E3,-,-,0,606.8176,5.44,6.31E3,-,-,0,606.8174,7.25,6.82E3,-,-,0,-,-,0,606.8173,4.92,7.19E3,-,-,0,-,-,0,-,-,0,0:1.00:0:1.08:0:0:1.14:0:0:0,2.54E3,0,1.00:0,5.87,,
,0.03,8.34,624.8047,1.13 - 1.21,1,23.9,-,-,0,624.8047,1.16,2.39E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,2.99E1,0,1.00:0,1.16,,
,0.03,8.34,1497.6876,20.12 - 20.19,1,251.8,-,-,0,1497.6876,20.17,2.52E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,3.15E2,0,1.00:0,20.17,,
,0.03,8.34,936.7830,19.87 - 20.26,1,1.2E3,936.7832,20.15,4.06E3,936.7795,20.15,5.29E3,-,-,0,936.7861,20.10,3.03E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0.77:1.00:0:0.57:0:0:0:0:0:0,1.55E3,0,1.00:0,20.13,,
,0.03,8.34,1245.4187,20.16 - 20.23,1,120.2,-,-,0,-,-,0,1245.4187,20.19,1.2E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0:0,1.5E2,0,1.00:0,20.19,,
,0.03,8.34,857.8409,20.14 - 20.24,2,302.8,-,-,0,-,-,0,857.8419,20.18,1.16E3,-,-,0,857.8434,20.19,8.96E2,-,-,0,857.8373,20.16,9.68E2,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0.77:0:0.83:0:0:0,3.79E2,0,1.00:0,20.18,,
,0.03,8.34,264.1242,0.70 - 0.85,1,84.7,264.1242,0.82,8.47E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0:0,1.06E2,0,1.00:0,0.82,,
,0.03,8.34,272.1508,0.12 - 0.37,1,1.2E3,-,-,0,272.1515,0.29,3.7E3,-,-,0,-,-,0,-,-,0,272.1501,0.14,8.74E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:2.36:0:0:0:0,1.56E3,0,1.00:0,0.21,,
,0.03,3.60,514.9608,1.54 - 1.68,1,270.7,-,-,0,-,-,0,-,-,0,514.9612,1.62,6.72E2,514.9609,1.62,1.29E3,-,-,0,-,-,0,-,-,0,514.9604,1.62,7.49E2,-,-,0,0:0:0:1.00:1.91:0:0:0:1.11:0,2.45E2,3.74E2,1.00:1.53,1.62,,
,0.03,8.34,862.2742,15.18 - 15.24,2,29.4,-,-,0,862.2742,15.19,2.94E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,3.67E1,0,1.00:0,15.19,,
,0.03,5.31,451.8538,5.98 - 6.89,1,443.2,-,-,0,-,-,0,451.8541,6.50,1.09E3,-,-,0,-,-,0,-,-,0,451.8536,6.09,1.09E3,-,-,0,451.8536,6.70,2.26E3,-,-,0,0:0:1.00:0:0:0:1.00:0:2.08:0,2.72E2,1.13E3,1.00:4.16,6.43,,
,0.03,8.34,463.8821,2.20 - 2.27,1,48.5,-,-,0,463.8821,2.25,4.85E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,6.06E1,0,1.00:0,2.25,,
,0.03,8.34,620.8578,3.98 - 5.25,1,984.3,-,-,0,620.8570,4.47,8.62E2,-,-,0,-,-,0,-,-,0,-,-,0,620.8577,4.52,2.88E3,620.8586,4.31,6.1E3,-,-,0,-,-,0,0:1.00:0:0:0:0:3.34:7.07:0:0,1.23E3,0,1.00:0,4.43,,
,0.03,5.08,678.8111,18.48 - 20.28,1,3.5E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,678.8125,18.94,1.45E4,678.8123,18.85,3.74E3,-,-,0,678.8085,19.19,1.68E4,-,-,0,0:0:0:0:0:1.00:0.26:0:1.16:0,2.28E3,8.41E3,1.00:3.69,18.99,,
,0.03,3.24,472.1248,2.80 - 3.82,1,905.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,472.1252,3.41,1.99E3,472.1252,3.13,4.99E3,-,-,0,472.1241,3.53,2.08E3,-,-,0,0:0:0:0:0:1.00:2.51:0:1.05:0,8.72E2,1.04E3,1.00:1.19,3.36,,
,0.03,8.34,577.8253,19.38 - 19.52,2,24.2,-,-,0,577.8253,19.41,2.42E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,3.03E1,0,1.00:0,19.41,,
,0.03,8.34,808.0384,3.67 - 4.91,1,1.3E3,-,-,0,-,-,0,-,-,0,-,-,0,808.0384,4.17,1.25E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0:0,1.56E3,0,1.00:0,4.17,,
,0.03,8.34,280.1310,0.27 - 0.37,1,662.8,-,-,0,280.1310,0.29,6.63E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,8.28E2,0,1.00:0,0.29,,
,0.03,8.34,602.7952,1.96 - 2.01,1,25.1,-,-,0,602.7952,2.00,2.51E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,3.13E1,0,1.00:0,2.00,,
,0.03,8.34,710.7056,20.49 - 20.55,1,13,-,-,0,710.7056,20.51,1.3E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,1.63E1,0,1.00:0,20.51,,
,0.03,8.34,440.8255,0.13 - 0.47,2,1.1E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,440.8255,0.33,1.15E4,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0:0,1.44E3,0,1.00:0,0.33,,
,0.03,8.34,602.8378,15.76 - 15.87,1,43.1,-,-,0,602.8378,15.80,4.31E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,5.38E1,0,1.00:0,15.80,,
,0.03,8.34,1404.6885,20.12 - 20.21,1,279.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1404.6885,20.19,2.79E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0:0,3.49E2,0,1.00:0,20.19,,
,0.03,3.67,858.7680,15.91 - 18.46,1,893.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,858.7679,16.02,3.59E3,-,-,0,858.7672,16.43,2.79E3,-,-,0,858.7689,16.86,2.56E3,0:0:0:0:0:1.00:0:0.78:0:0.71,7.97E2,1.28E3,1.00:1.61,16.44,,
,0.03,4.41,888.2946,19.78 - 20.22,2,1.2E3,888.2990,20.10,4.8E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,888.2920,20.09,2.75E3,888.2928,20.13,4.81E3,-,-,0,1.00:0:0:0:0:0:0:0.57:1.00:0,9.44E2,2.4E3,1.00:2.54,20.11,,
,0.03,8.34,989.3029,20.09 - 20.19,2,177.6,-,-,0,989.3022,20.15,1.01E3,989.3020,20.16,3.21E2,-,-,0,-,-,0,-,-,0,-,-,0,989.3046,20.17,4.44E2,-,-,0,-,-,0,0:1.00:0.32:0:0:0:0:0.44:0:0,2.22E2,0,1.00:0,20.16,,
,0.03,8.34,484.8831,15.21 - 20.13,1,1.7E3,-,-,0,484.8825,15.35,5.34E3,-,-,0,-,-,0,-,-,0,-,-,0,484.8831,15.43,2.57E3,484.8838,15.93,8.69E3,-,-,0,-,-,0,0:1.00:0:0:0:0:0.48:1.63:0:0,2.08E3,0,1.00:0,15.57,,
,0.03,8.34,1284.4016,20.13 - 20.19,1,103.1,-,-,0,1284.4016,20.16,1.03E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,1.29E2,0,1.00:0,20.16,,
,0.03,8.34,570.7791,12.57 - 12.62,1,21.5,-,-,0,570.7791,12.59,2.15E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,2.68E1,0,1.00:0,12.59,,
,0.03,8.34,493.2980,3.36 - 3.43,1,75.3,-,-,0,-,-,0,-,-,0,-,-,0,493.2979,3.36,3.49E2,-,-,0,-,-,0,493.2981,3.39,4.04E2,-,-,0,-,-,0,0:0:0:0:1.00:0:0:1.16:0:0,9.41E1,0,1.00:0,3.38,,
,0.03,8.34,677.8317,16.24 - 16.34,2,51.3,-,-,0,677.8317,16.32,5.13E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,6.41E1,0,1.00:0,16.32,,
,0.03,8.34,857.7865,5.49 - 5.64,1,73.7,-,-,0,857.7865,5.56,7.37E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,9.22E1,0,1.00:0,5.56,,
,0.03,8.34,686.7989,19.24 - 19.34,1,53.5,-,-,0,686.7989,19.23,5.35E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,6.69E1,0,1.00:0,19.23,,
,0.03,8.34,646.7859,14.96 - 15.06,1,103.3,-,-,0,646.7859,14.99,1.03E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,1.29E2,0,1.00:0,14.99,,
,0.03,8.34,824.4705,7.30 - 7.74,1,253.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,824.4705,7.65,2.53E3,0:0:0:0:0:0:0:0:0:1.00,0,1.27E3,0:1.00,7.65,,
,0.03,3.84,470.2821,2.11 - 3.24,2,225.5,-,-,0,-,-,0,-,-,0,470.2795,3.10,1.06E3,-,-,0,-,-,0,470.2794,3.10,4.99E2,-,-,0,-,-,0,470.2875,2.13,6.99E2,0:0:0:1.00:0:0:0.47:0:0:0.66,1.94E2,3.5E2,1.00:1.80,2.78,,
,0.03,5.88,1133.7409,20.09 - 20.25,1,410,-,-,0,-,-,0,-,-,0,1133.7405,20.18,1.71E3,-,-,0,-,-,0,-,-,0,-,-,0,1133.7418,20.21,1.27E3,1133.7405,20.22,1.12E3,0:0:0:1.00:0:0:0:0:0.74:0.65,2.14E2,1.2E3,1.00:5.59,20.20,,
,0.03,8.30,312.7389,0.31 - 4.62,2,7.7E3,-,-,0,-,-,0,312.7390,1.39,1.78E4,-,-,0,312.7389,0.74,2.46E4,-,-,0,312.7388,1.53,3.43E4,-,-,0,-,-,0,-,-,0,0:0:1.00:0:1.38:0:1.93:0:0:0,9.59E3,0,1.00:0,1.22,,
,0.03,8.30,456.7933,8.81 - 8.92,1,20.6,-,-,0,456.7933,8.87,2.06E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,2.58E1,0,1.00:0,8.87,,
,0.03,8.30,796.7363,10.13 - 10.28,1,67.4,-,-,0,796.7363,10.20,6.74E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,8.42E1,0,1.00:0,10.20,,
,0.03,5.07,448.9972,3.27 - 3.52,3,186.5,-,-,0,-,-,0,-,-,0,-,-,0,448.9968,3.41,5.64E2,-,-,0,448.9968,3.44,4.04E2,-,-,0,-,-,0,448.9980,3.33,8.97E2,0:0:0:0:1.00:0:0.72:0:0:1.59,1.21E2,4.48E2,1.00:3.71,3.39,,
,0.03,8.30,382.7232,1.29 - 1.78,2,119.1,-,-,0,-,-,0,-,-,0,382.7232,1.32,1.19E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0:0,1.49E2,0,1.00:0,1.32,,
,0.03,8.30,1076.1072,20.15 - 20.21,3,41.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1076.1072,20.18,4.16E2,0:0:0:0:0:0:0:0:0:1.00,0,2.08E2,0:1.00,20.18,,
,0.03,8.30,327.1324,0.27 - 0.34,1,55.4,-,-,0,327.1324,0.29,5.54E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,6.93E1,0,1.00:0,0.29,,
